,MB_CODE_2016,SSC_CODE_2016,SSC_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
13487,10517490000,14002,Ulan,1,New South Wales,0.2744
13517,11018690000,12842,Munghorn,1,New South Wales,4.51
13523,10520560000,13197,Piambong,1,New South Wales,68.4195
13524,10517360000,12552,Mebul,1,New South Wales,40.9779
13529,10520300000,11707,Goolma,1,New South Wales,51.7824
13530,10520310000,13992,Two Mile Flat,1,New South Wales,62.832
13532,10517860000,13987,Twelve Mile,1,New South Wales,45.8276
13569,10520650000,11018,Cooks Gap,1,New South Wales,7.4126
13575,10517510000,12692,Moolarben,1,New South Wales,0.8977
13578,10517610000,11570,Frog Rock,1,New South Wales,8.7979
13582,10519800000,11055,Cooyal,1,New South Wales,10.565999999999999
13588,10517130000,13669,Stony Creek (Mid-Western Regional - NSW),1,New South Wales,21.9953
13590,10517120000,12334,Linburn,1,New South Wales,40.8083
13593,10517580000,11928,Home Rule,1,New South Wales,26.8869
13594,10517630000,13634,St Fillans,1,New South Wales,13.2888
13595,11207240000,10786,Canadian Lead,1,New South Wales,22.7806
13598,10517660000,11467,Eurunderee,1,New South Wales,29.559
13600,10519822000,11126,Cross Roads (NSW),1,New South Wales,14.6837
13601,10519740000,10641,Budgee Budgee (NSW),1,New South Wales,13.2137
13606,11018770000,10200,Barigan,1,New South Wales,9.2774
13613,11020810000,13922,Totnes Valley,1,New South Wales,1.5812
13614,11017440000,10518,Botobolar,1,New South Wales,3.7567
13616,10520460000,12049,Kains Flat,1,New South Wales,17.9631
13618,10517151000,10189,Bara,1,New South Wales,27.6084
13624,10518170000,13862,Tichular,1,New South Wales,16.6499
13634,11018130000,12578,Meroo,1,New South Wales,3.8411
13636,10520351000,13295,Queens Pinch,1,New South Wales,28.0117
13640,11018190000,13366,Riverlea,1,New South Wales,3.3822
13641,11018200000,12821,Mullamuddy,1,New South Wales,2.3554
13645,10517680000,10064,Apple Tree Flat,1,New South Wales,11.1274
13662,10518081000,12566,Menah,1,New South Wales,7.5563
13663,10520200000,11440,Erudgere,1,New South Wales,6.8123
13664,10520100000,11579,Galambine,1,New South Wales,58.4642
13665,10520111000,11149,Cullenbone,1,New South Wales,2.9335
13666,10520112000,14289,Wilbetree,1,New South Wales,42.3685
13670,10520812000,10977,Collingwood (NSW),1,New South Wales,19.7565
13673,10518270000,10112,Avisford,1,New South Wales,15.0291
13674,11204712100,11741,Grattai,1,New South Wales,75.2761
13675,10520272000,14419,Worlds End (NSW),1,New South Wales,22.445999999999998
13676,10517220000,14470,Yarrabin,1,New South Wales,15.6848
13684,10520260000,12450,Maitland Bar,1,New South Wales,21.9551
13709,10055540000,13744,Tambaroora,1,New South Wales,7.6371
13710,10517890000,11854,Hargraves,1,New South Wales,7.4946
13720,10520180000,13938,Triamble,1,New South Wales,229.0295
13733,10518300000,14322,Windeyer (NSW),1,New South Wales,6.6653
13734,11018260000,10432,Bocoble,1,New South Wales,12.187000000000001
13741,10517730000,11749,Green Gully (NSW),1,New South Wales,16.344
13743,10517741000,10807,Carcalgong,1,New South Wales,50.2944
13745,10517780000,13282,Pyramul,1,New South Wales,21.8973
13767,10520070000,12760,Mount Frome,1,New South Wales,3.1806
13772,10519860000,11876,Hayes Gap,1,New South Wales,30.6219
13774,10519840000,10630,Buckaroo,1,New South Wales,18.6529
13777,10518140000,12771,Mount Knowles,1,New South Wales,3.4792
13780,11018180000,11871,Havilah (NSW),1,New South Wales,5.1622
13792,10709100000,14352,Wollemi,1,New South Wales,544.0965
13795,10473282000,10262,Bell (NSW),1,New South Wales,1.0489
13797,10473130000,14338,Wirraba,1,New South Wales,258.9803
13802,10473310000,14350,Wollangambe,1,New South Wales,325.6301
13811,10119002000,10417,Blue Mountains National Park,1,New South Wales,43.1624
13812,10115580000,10410,Blayney,1,New South Wales,35.535
13817,10115993000,12623,Millthorpe,1,New South Wales,0.0186
13866,11205631800,10808,Carcoar,1,New South Wales,0.6346
13870,11204721000,12426,Lyndhurst (Blayney - NSW),1,New South Wales,0.6841
13885,10116060000,11547,Forest Reefs,1,New South Wales,21.9245
13891,10115500000,11437,Errowanbang,1,New South Wales,12.8465
13895,10115560000,10610,Browns Creek,1,New South Wales,29.7129
13897,10116430000,13146,Panuara,1,New South Wales,122.5112
13901,10116380000,10695,Burnt Yards,1,New South Wales,47.8652
13902,10116160000,13736,Tallwood,1,New South Wales,17.2668
13905,10116210000,11589,Garland,1,New South Wales,85.8636
13914,11205295000,12937,Neville,1,New South Wales,47.8161
13927,11205289300,11918,Hobbys Yards,1,New South Wales,1.2721
13928,10116400000,10218,Barry (Blayney - NSW),1,New South Wales,36.5998
13932,11208840000,12713,Moorilda,1,New South Wales,28.4502
13933,11205309700,12948,Newbridge (NSW),1,New South Wales,0.5164
13939,10116070000,12151,Kings Plains (Blayney - NSW),1,New South Wales,16.1366
13943,10572010000,13092,Orange,1,New South Wales,0.0032
14339,11205810700,10934,Clifton Grove,1,New South Wales,1.45
14521,11204823000,11159,Cumnock,1,New South Wales,0.0748
14528,10150600000,11140,Cudal,1,New South Wales,0.1299
14536,11204949200,12671,Molong,1,New South Wales,0.1011
14546,11204741600,12473,Manildra,1,New South Wales,0.1715
14560,10149012000,10813,Cargo,1,New South Wales,40.7054
14566,10150861000,13901,Toogong,1,New South Wales,92.8805
14578,10151010000,11799,Gumble,1,New South Wales,6.1216
14582,10149540000,11592,Garra,1,New South Wales,60.0748
14583,11204715400,10433,Bocobra,1,New South Wales,101.1002
14585,10149051000,10745,Cadia,1,New South Wales,13.6344
14586,10149052000,14095,Waldegrave,1,New South Wales,10.1507
14587,10149370000,13620,Spring Terrace,1,New South Wales,6.3131
14588,10149352000,13626,Springside (NSW),1,New South Wales,17.234
14591,11205216500,13615,Spring Hill (Cabonne - NSW),1,New South Wales,15.005
14593,10570090000,11821,Guyong,1,New South Wales,5.3234
14595,10571330000,13521,Shadforth (NSW),1,New South Wales,0.5453
14597,10149342000,10731,Byng,1,New South Wales,37.8845
14602,10149430000,11419,Emu Swamp,1,New South Wales,1.0569
14606,10149341000,12312,Lewis Ponds,1,New South Wales,8.6581
14612,10573340000,12418,Lucknow (NSW),1,New South Wales,18.2289
14614,10571120000,13611,Spring Creek (NSW),1,New South Wales,7.9902
14616,10571280000,11958,Huntley (Orange - NSW),1,New South Wales,10.783
14650,10571380000,10793,Canobolas,1,New South Wales,4.6671
14654,10151112000,12407,Lower Lewis Ponds,1,New South Wales,9.0252
14658,10149000000,13090,Ophir,1,New South Wales,27.5284
14661,10151140000,10929,Clergate,1,New South Wales,20.123
14662,10149060000,12486,March,1,New South Wales,5.2205
14664,10149080000,13688,Summer Hill Creek,1,New South Wales,11.7646
14667,10151070000,12826,Mullion Creek,1,New South Wales,7.2091
14668,10835570000,12108,Kerrs Creek,1,New South Wales,14.9265
14681,10149110000,11556,Four Mile Creek (NSW),1,New South Wales,16.1664
14685,10149242000,12913,Nashdale,1,New South Wales,2.6304
14692,11205219000,14319,Windera (NSW),1,New South Wales,1.4766
14694,10149120000,12319,Lidster,1,New South Wales,19.0654
14696,10149900000,10511,Boree,1,New South Wales,26.6507
14702,10149033000,10527,Bowan Park,1,New South Wales,2.5238
14708,10149210000,10513,Borenore,1,New South Wales,19.4304
14712,10149280000,10260,Belgravia,1,New South Wales,24.1885
14714,10151080000,12062,Kangaroobie,1,New South Wales,15.1085
14724,10150840000,12280,Larras Lee,1,New South Wales,112.8273
14725,10149660000,10488,Boomey,1,New South Wales,92.54
14727,10150820000,10151,Baldry,1,New South Wales,205.4966
14729,10150812000,14507,Yeoval,1,New South Wales,55.6029
14733,10149460000,14521,Yullundry,1,New South Wales,50.3931
14738,10150080000,10048,Amaroo (NSW),1,New South Wales,16.7796
14747,10215951000,11733,Grafton,1,New South Wales,0.0408
14751,11209560000,13603,Southampton (NSW),1,New South Wales,9.6768
14752,10216470000,13446,Rushforth,1,New South Wales,2.2993
14754,10217083000,11745,Great Marlow,1,New South Wales,0.0446
14763,10215260000,13582,South Grafton,1,New South Wales,0.0706
14877,11204501400,12045,Junction Hill,1,New South Wales,0.1193
14941,10217060000,10047,Alumy Creek,1,New South Wales,9.0532
15037,10217094000,10834,Carrs Creek,1,New South Wales,1.8216
15038,10217091000,10836,Carrs Peninsula,1,New South Wales,2.1944
15039,10217016000,10835,Carrs Island,1,New South Wales,0.3223
15048,10217050000,11133,Crowther Island,1,New South Wales,0.1192
15049,10218883000,13935,Trenayr,1,New South Wales,0.7466
15053,10218881000,12186,Koolkhan,1,New South Wales,0.6806
15060,10214401000,14185,Waterview,1,New South Wales,6.6226
15068,10217260000,13945,Tucabia,1,New South Wales,0.0414
15074,10214160000,14004,Ulmarra,1,New South Wales,0.0167
15082,10218650000,11473,Ewingar,1,New South Wales,24.5
15083,10218640000,12110,Keybarbin,1,New South Wales,16.3527
15084,10218633000,10033,Alice,1,New South Wales,13.2753
15085,10218632000,13203,Pikapene,1,New South Wales,22.2574
15086,10218631000,12393,Louisa Creek,1,New South Wales,20.7485
15087,10218622000,10661,Bulldog,1,New South Wales,33.6596
15088,10218621000,12691,Mookima Wybra,1,New South Wales,54.1635
15089,10218610000,12342,Lionsville,1,New South Wales,102.2494
15095,11205732700,10222,Baryulgil,1,New South Wales,94.7001
15097,10219080000,10980,Collum Collum,1,New South Wales,48.1057
15099,10219000000,14178,Washpool (Clarence Valley - NSW),1,New South Wales,129.6325
15100,10218680000,11228,Deep Creek (Clarence Valley - NSW),1,New South Wales,3.9128
15102,10218671000,11045,Coongbar,1,New South Wales,69.2948
15105,10219060000,11387,Eighteen Mile,1,New South Wales,71.0658
15106,10217610000,10789,Cangai,1,New South Wales,6.0137
15108,10218960000,11039,Coombadjha,1,New South Wales,3.603
15110,10218460000,14026,Upper Fine Flower,1,New South Wales,4.586
15112,10218500000,12777,Mount Marsh,1,New South Wales,1.5051
15113,10219140000,13269,Pulganbar,1,New South Wales,76.0781
15116,10219100000,11308,Dumbudgery,1,New South Wales,30.2051
15117,10217710000,11889,Heifer Station,1,New South Wales,69.7792
15118,10219110000,11517,Fine Flower,1,New South Wales,60.8391
15122,10219120000,10821,Carnham,1,New South Wales,63.586999999999996
15123,10219130000,10214,Barretts Creek,1,New South Wales,87.2067
15126,10218430000,13308,Ramornie,1,New South Wales,15.4733
15128,10218210000,10882,Chambigne,1,New South Wales,79.3375
15130,10218220000,12959,Newton Boyd,1,New South Wales,319.0385
15131,10218230000,11992,Jackadgery,1,New South Wales,170.7838
15132,11207800000,11192,Dalmorton,1,New South Wales,329.9987
15133,10218280000,10627,Buccarumbi,1,New South Wales,53.1483
15135,10218300000,10879,Chaelundi,1,New South Wales,269.9276
15141,11205413700,13824,The Gulf,1,New South Wales,177.6051
15155,10217810000,13048,Nymboida,1,New South Wales,0.2638
15163,11205024500,12059,Kangaroo Creek,1,New South Wales,122.7498
15164,10218080000,10408,Blaxlands Creek,1,New South Wales,77.8907
15167,10217980000,13926,Towallum,1,New South Wales,151.5509
15168,10217540000,11675,Glenreagh,1,New South Wales,23.7529
15170,11205871600,13536,Sherwood (Clarence Valley - NSW),1,New South Wales,8.5441
15179,10217460000,14223,Wells Crossing,1,New South Wales,11.9682
15181,10217400000,12212,Kungala,1,New South Wales,20.2612
15186,10979700000,10749,Calamia,1,New South Wales,8.451
15188,10979570000,14403,Wooli,1,New South Wales,0.0503
15202,10979390000,10192,Barcoongere,1,New South Wales,23.7014
15208,11205628200,11831,Halfway Creek,1,New South Wales,10.004
15216,10210470000,11254,Diggers Camp,1,New South Wales,14.9118
15231,11205421600,11060,Copmanhurst,1,New South Wales,0.5839
15232,10218760000,14019,Upper Copmanhurst,1,New South Wales,23.2468
15233,10219180000,12947,Newbold,1,New South Wales,5.922000000000001
15234,10219160000,14365,Wombat Creek (NSW),1,New South Wales,16.9643
15235,10217660000,12324,Lilydale (NSW),1,New South Wales,62.1693
15236,10219170000,13560,Smiths Creek (Clarence Valley - NSW),1,New South Wales,33.6671
15238,10219190000,14328,Winegrove,1,New South Wales,10.9514
15239,10218830000,14277,Whiteman Creek,1,New South Wales,30.6128
15240,10218840000,13843,The Whiteman,1,New South Wales,0.8029999999999999
15241,10218861000,12876,Mylneford,1,New South Wales,13.0267
15252,10214440000,14186,Waterview Heights,1,New South Wales,0.6145
15268,10212501000,12288,Lawrence (NSW),1,New South Wales,0.0396
15288,11205700100,10186,Banyabba,1,New South Wales,10.2645
15289,10218710000,10931,Clifden,1,New South Wales,30.5045
15293,10219210000,11256,Dilkoon,1,New South Wales,30.2101
15294,10219260000,14157,Warragai Creek,1,New South Wales,13.4728
15295,10980520000,14273,Whiporie,1,New South Wales,2.8359
15297,10218540000,11819,Gurranang,1,New South Wales,42.1257
15299,10218530000,10945,Coaldale,1,New South Wales,93.9397
15300,10218490000,13663,Stockyard Creek (NSW),1,New South Wales,47.3598
15301,10219250000,12667,Moleville Creek,1,New South Wales,7.4585
15302,10218980000,11551,Fortis Creek,1,New South Wales,58.3951
15304,11209490000,13274,Punchbowl (Clarence Valley - NSW),1,New South Wales,35.4268
15306,10219220000,13833,The Pinnacles,1,New South Wales,16.7506
15307,10214390000,11370,Eatonsville,1,New South Wales,0.4583
15308,10214410000,13515,Seelands,1,New South Wales,0.3574
15313,10218870000,12808,Mountain View (NSW),1,New South Wales,0.6519
15316,10219270000,12223,Kyarran,1,New South Wales,7.4691
15317,11205113200,13604,Southgate,1,New South Wales,1.0709
15325,10979790000,12413,Lower Southgate,1,New South Wales,0.0929
15347,10979930000,11613,Gibberagee,1,New South Wales,12.8623
15348,10212610000,10095,Ashby Heights,1,New South Wales,11.2216
15349,10211220000,13960,Tullymorgan,1,New South Wales,52.74
15361,10213720000,10094,Ashby (NSW),1,New South Wales,5.736000000000001
15362,10211440000,10096,Ashby Island,1,New South Wales,2.4098
15365,10213990000,13574,South Arm (Clarence Valley - NSW),1,New South Wales,12.4738
15366,10213880000,14384,Woodford Island,1,New South Wales,2.0932
15373,11205750500,10622,Brushgrove,1,New South Wales,2.0296
15382,10214251100,11399,Elland,1,New South Wales,16.764
15388,10218390000,13527,Shannondale,1,New South Wales,57.6793
15392,10214580000,11094,Coutts Crossing,1,New South Wales,0.0606
15399,10217420000,12204,Kremnos,1,New South Wales,50.8777
15400,10217490000,12270,Lanitza,1,New South Wales,17.5858
15414,10217360000,10550,Braunstone,1,New South Wales,28.3485
15415,10217950000,12310,Levenstrath,1,New South Wales,8.1451
15416,10217270000,10452,Bom Bom,1,New South Wales,24.2032
15418,10214240000,11681,Glenugie,1,New South Wales,19.2013
15423,10210270000,13482,Sandy Crossing,1,New South Wales,2.1178
15429,10215070000,10922,Clarenza,1,New South Wales,0.1078
15433,11209470000,12284,Lavadia,1,New South Wales,24.7188
15434,10214202000,13706,Swan Creek (NSW),1,New South Wales,0.3681
15441,10210440000,13477,Sandon (NSW),1,New South Wales,4.6018
15442,10979040000,13204,Pillar Valley,1,New South Wales,7.6758
15443,10979030000,10480,Bookram,1,New South Wales,6.8477
15444,10210430000,12640,Minnie Water,1,New South Wales,0.0158
15468,11208220000,13529,Shark Creek,1,New South Wales,51.7739
15469,10212310000,13997,Tyndale,1,New South Wales,14.1008
15473,10210550000,11098,Cowper,1,New South Wales,0.3709
15474,10210370000,11623,Gilletts Ridge,1,New South Wales,6.8827
15478,10210360000,10963,Coldstream (NSW),1,New South Wales,11.0587
15479,10210830000,10759,Calliope (NSW),1,New South Wales,9.7121
15518,10214070000,11970,Ilarwill,1,New South Wales,2.142
15535,10212082000,14458,Yamba (NSW),1,New South Wales,0.0558
15567,11204596900,11795,Gulmarrad,1,New South Wales,0.7247
15573,10978960000,10059,Angourie,1,New South Wales,0.3368
15580,10211980000,10603,Brooms Head,1,New South Wales,0.0352
15588,10979200000,13841,The Sandon,1,New South Wales,19.351
15593,10979300000,14522,Yuraygir,1,New South Wales,13.9414
15603,10211870000,14411,Wooloweyah,1,New South Wales,3.5035
15619,11204523700,14414,Woombah,1,New South Wales,0.3959
15641,10212990000,12431,Maclean,1,New South Wales,0.0395
15680,11205163300,11975,Iluka (NSW),1,New South Wales,0.0234
15712,10211370000,11442,Esk (NSW),1,New South Wales,21.7497
15713,10211760000,13820,The Freshwater,1,New South Wales,16.9503
15714,10211250000,12726,Mororo,1,New South Wales,1.24
15718,10213800000,11995,Jacky Bulbin Flat,1,New South Wales,15.3385
15725,10978600000,14399,Woody Head,1,New South Wales,0.2796
15732,10211280000,14169,Warregah Island,1,New South Wales,4.6325
15746,10980300000,13720,Tabbimoble,1,New South Wales,8.318
15752,10212550000,11865,Harwood,1,New South Wales,3.6853
15761,10211450000,11703,Goodwood Island,1,New South Wales,9.5364
15762,10212410000,10894,Chatsworth (NSW),1,New South Wales,4.4793
15815,10213701000,13928,Townsend,1,New South Wales,1.0955
15856,11208210000,13740,Taloumbi,1,New South Wales,54.1117
15857,10211290000,13135,Palmers Channel,1,New South Wales,19.4434
15860,10210940000,11562,Freeburn Island,1,New South Wales,4.0159
15883,11205003900,11999,James Creek,1,New South Wales,0.9901
15887,10212340000,13136,Palmers Island,1,New South Wales,10.8359
15889,10211190000,12597,Micalo Island,1,New South Wales,0.0495
15950,10081770000,10273,Bellingen,1,New South Wales,0.0222
16007,10080250000,10568,Brierfield,1,New South Wales,2.3466
16011,10082681000,13609,Spicketts Creek,1,New South Wales,1.2104
16029,10974610000,11509,Fernmount,1,New South Wales,0.3776
16042,10080410000,11210,Darkwood,1,New South Wales,0.0083
16045,10973500000,10574,Brinerville,1,New South Wales,27.1541
16052,10974980000,13849,Thora,1,New South Wales,2.5693
16056,10080650000,11279,Dorrigo Mountain,1,New South Wales,0.7784
16058,10973710000,12935,Never Never,1,New South Wales,36.3241
16077,10973962000,11668,Gleniffer,1,New South Wales,6.563
16092,10974010000,14066,Valery,1,New South Wales,0.3385
16130,10974800000,12098,Kennaicle Creek,1,New South Wales,2.9234
16131,10080320000,12050,Kalang,1,New South Wales,8.8608
16154,11204483400,10959,Coffs Harbour,1,New South Wales,0.1499
16469,10228214000,12983,North Boambee Valley,1,New South Wales,0.0606
16695,10230640000,11065,Coramba,1,New South Wales,0.0264
16703,10228840000,12889,Nana Glen,1,New South Wales,0.1712
16718,10978280000,14041,Upper Orara,1,New South Wales,1.8092
16728,10231020000,10625,Bucca (NSW),1,New South Wales,4.9503
16758,10230611000,12072,Karangi,1,New South Wales,4.3847
16786,10080952000,13735,Tallowwood Ridge,1,New South Wales,9.6755
16787,10973800000,12558,Megan,1,New South Wales,1.4766
16791,10973840000,10842,Cascade (NSW),1,New South Wales,20.8661
16805,10230940000,14005,Ulong,1,New South Wales,0.0346
16806,10230990000,10597,Brooklana,1,New South Wales,39.2291
16820,10228550000,12398,Lowanna,1,New South Wales,35.0082
16836,10080920000,11278,Dorrigo,1,New South Wales,0.4472
16867,10082612000,10341,Bielsdown Hills,1,New South Wales,4.045
16879,10080570000,11232,Deer Vale,1,New South Wales,1.8214
16882,10080610000,11506,Fernbrook,1,New South Wales,12.752
16893,10217600000,12489,Marengo (NSW),1,New South Wales,13.7736
16894,10218330000,13998,Tyringham,1,New South Wales,27.4976
16897,10217970000,11896,Hernani,1,New South Wales,33.3796
16902,10217790000,11315,Dundurrabin,1,New South Wales,0.4436
16903,10217780000,10937,Clouds Creek,1,New South Wales,7.2206
16904,10218250000,12706,Moonpar,1,New South Wales,43.3515
16907,11011590000,10356,Billys Creek,1,New South Wales,1.7305
16916,10217900000,14291,Wild Cattle Creek,1,New South Wales,95.2408
16923,10081680000,10516,Bostobrick,1,New South Wales,32.3578
16925,10080951000,12989,North Dorrigo,1,New South Wales,14.5148
16933,10917910000,13491,Sapphire Beach,1,New South Wales,0.0429
16934,10917900000,11411,Emerald Beach,1,New South Wales,0.1078
16946,10222100000,12197,Korora,1,New South Wales,0.0188
17003,11204604600,12703,Moonee Beach,1,New South Wales,2.6439999999999997
17082,10976450000,13912,Toormina,1,New South Wales,0.0567
17083,10226360000,10422,Boambee East,1,New South Wales,0.0418
17106,10225960000,10421,Boambee,1,New South Wales,0.1684
17118,10227700000,13498,Sawtell,1,New South Wales,0.0209
17354,10227980000,10474,Bonville,1,New South Wales,2.4996
17374,10976900000,10669,Bundagen,1,New South Wales,2.2307
17403,11204682600,12875,Mylestom,1,New South Wales,0.040999999999999995
17426,10974170000,13307,Raleigh,1,New South Wales,0.8999
17432,10974190000,14061,Urunga,1,New South Wales,0.1052
17441,10081960000,13352,Repton,1,New South Wales,0.2082
17447,11205631900,14067,Valla,1,New South Wales,0.1509
17554,10229680000,14402,Woolgoolga,1,New South Wales,0.0668
17577,10977300000,13462,Safety Beach (NSW),1,New South Wales,0.0318
17607,10977770000,13479,Sandy Beach,1,New South Wales,0.0296
17643,10228690000,14020,Upper Corindi,1,New South Wales,16.8791
17645,11208090000,11261,Dirty Creek,1,New South Wales,5.579
17652,10977850000,11073,Corindi Beach,1,New South Wales,1.6275
17653,11208100000,13334,Red Rock,1,New South Wales,5.2847
17697,10229190000,10088,Arrawarra,1,New South Wales,0.0807
17704,10977420000,10089,Arrawarra Headland,1,New South Wales,0.0294
17721,10228420000,12822,Mullaway,1,New South Wales,0.0364
17840,11205720300,10522,Bourke,1,New South Wales,0.0479
17861,11205597000,14126,Wanaaring,1,New South Wales,2.1091
17862,10136650000,11798,Gumbalie,1,New South Wales,11.4523
17865,10135210000,12394,Louth,1,New South Wales,0.9272
17883,10136080000,11807,Gunderbooka,1,New South Wales,2801.4849
17884,11205723500,10732,Byrock,1,New South Wales,3.2178
17885,11204525500,12985,North Bourke,1,New South Wales,1454.5326
17897,11204590700,11426,Enngonia,1,New South Wales,3370.7793
17898,11205305800,11540,Fords Bridge,1,New South Wales,0.8921
17901,10136070000,11953,Hungerford (NSW),1,New South Wales,1586.9023
17907,11205661100,14465,Yantabulla,1,New South Wales,3468.5293
17909,11204907800,10563,Brewarrina,1,New South Wales,0.07200000000000001
17930,10137420000,11696,Gongolgon,1,New South Wales,917.4783
17934,10137280000,12905,Narran Lake,1,New South Wales,838.4931
17935,11205305900,14216,Weilmoringle,1,New South Wales,504.6965
17936,10137290000,13729,Talawanta,1,New South Wales,1234.2352
17940,10137260000,10974,Collerina,1,New South Wales,1588.8965
17964,11206763000,12857,Murrin Bridge,1,New South Wales,3.9786
17965,10221110000,10949,Cobar,1,New South Wales,0.0522
18046,11205559200,12763,Mount Hope (NSW),1,New South Wales,1100.8104
18048,11204608600,11450,Euabalong West,1,New South Wales,0.6007
18050,11205780100,11621,Gilgunnia,1,New South Wales,361.6422
18051,11205809500,13047,Nymagee,1,New South Wales,1738.3001
18053,10221330000,11988,Irymple (NSW),1,New South Wales,1048.2865
18066,10219790000,11430,Eremerang,1,New South Wales,1813.5103
18075,10219830000,13872,Tindarey,1,New South Wales,1246.3454
18076,10219840000,13867,Tilpa,1,New South Wales,2663.6489
18077,11204540700,10787,Canbelego,1,New South Wales,933.64
18079,10219380000,12970,Noona,1,New South Wales,1.2283
18083,11205310300,13480,Sandy Creek (Cobar - NSW),1,New South Wales,4813.8382
18085,10221310000,10654,Bulla (NSW),1,New South Wales,2329.5182
18090,10221270000,11139,Cubba,1,New South Wales,2267.8591
18094,10219720000,12107,Kerrigundi,1,New South Wales,2819.9987
18102,11204545600,12207,Kulwin (NSW),1,New South Wales,3680.1444
18111,10234850000,11044,Coonamble,1,New South Wales,0.3834
18125,10234800000,11792,Gulargambone,1,New South Wales,0.0076
18139,10235040000,10990,Combara,1,New South Wales,282.6539
18141,10234983000,13214,Pine Grove (NSW),1,New South Wales,110.6692
18142,10234981000,12918,Nebea,1,New South Wales,106.012
18143,10234960000,13796,Teridgerie,1,New South Wales,243.8477
18144,10234940000,14056,Urawilkie,1,New South Wales,304.1609
18146,10992830000,14176,Warrumbungle,1,New South Wales,14.8721
18147,10234910000,11620,Gilgooma,1,New South Wales,368.5216
18149,10235080000,10386,Black Hollow,1,New South Wales,145.486
18150,10235070000,13288,Quanda,1,New South Wales,180.0838
18151,10235050000,12793,Mount Tenandra,1,New South Wales,211.237
18152,10234990000,12442,Magometon,1,New South Wales,326.0916
18154,11209420000,14329,Wingadee,1,New South Wales,837.5712
18155,10234920000,10352,Billeroy,1,New South Wales,405.9369
18157,10234250000,11811,Gungalman,1,New South Wales,413.3108
18158,10234240000,11009,Conimbia,1,New South Wales,583.4854
18160,10235010000,13905,Tooloon,1,New South Wales,498.1919
18161,10235021000,13287,Quambone,1,New South Wales,327.9516
18165,10234260000,12436,Macquarie Marshes,1,New South Wales,389.7384
18166,10806600000,12509,Marthaguy,1,New South Wales,1113.2935
18167,10805960000,13788,Tenandra,1,New South Wales,0.8085
18168,10806560000,10657,Bullagreen,1,New South Wales,447.7792
18169,10806570000,13213,Pine Clump,1,New South Wales,169.358
18170,10806590000,13201,Pigeonbah,1,New South Wales,216.4448
18172,10235030000,10521,Bourbah,1,New South Wales,436.69800000000004
18212,10128530000,13049,Nyngan,1,New South Wales,0.0475
18217,10806630000,12824,Mullengudgery,1,New South Wales,490.895
18218,10806130000,12936,Nevertire,1,New South Wales,15.6059
18220,10805990000,10437,Bogan,1,New South Wales,476.5131
18240,10129150000,12596,Miandetta (NSW),1,New South Wales,515.7667
18241,10128680000,10795,Canonba,1,New South Wales,424.2773
18246,10129100000,12818,Mulla,1,New South Wales,269.7978
18247,10129080000,10637,Buddabadah,1,New South Wales,827.5034
18250,10806650000,13565,Snakes Plain,1,New South Wales,87.4955
18251,10806620000,12833,Mumblebone Plain,1,New South Wales,373.7613
18252,10806610000,11385,Eenaweena,1,New South Wales,305.8347
18253,10806490000,13829,The Marra,1,New South Wales,1877.0531
18254,10806472000,10252,Beemunnel,1,New South Wales,14.2192
18255,10806471000,14171,Warren,1,New South Wales,71.335
18256,10998390000,13108,Oxley (Warren - NSW),1,New South Wales,32.905
18259,10806520000,12759,Mount Foster,1,New South Wales,135.3558
18260,10806640000,13332,Red Hill (Warren - NSW),1,New South Wales,39.5239
18264,10806510000,12762,Mount Harris,1,New South Wales,426.3581
18266,10129060000,11632,Girilambone,1,New South Wales,1697.5213
18267,10129040000,11021,Coolabah,1,New South Wales,1336.6505
18276,10129070000,12851,Murrawombie,1,New South Wales,399.7183
18277,10128180000,11894,Hermidale,1,New South Wales,4.8537
18279,10128210000,13145,Pangee,1,New South Wales,6.2445
18281,10129170000,10121,Babinda (NSW),1,New South Wales,455.3128
18284,10129130000,11932,Honeybugle,1,New South Wales,590.059
18285,10128240000,11531,Five Ways,1,New South Wales,6.6085
18343,10806200000,13321,Ravenswood (NSW),1,New South Wales,0.2565
18375,11014770000,11158,Cumborah,1,New South Wales,12.7564
18385,10137230000,10057,Angledool,1,New South Wales,209.3423
18387,10137611000,11702,Goodooga,1,New South Wales,635.246
18392,10806140000,10814,Carinda,1,New South Wales,766.6281
18406,11014760000,13205,Pilliga,1,New South Wales,14.2081
18408,10804930000,10993,Come By Chance,1,New South Wales,761.9641
18414,11205253500,14096,Walgett,1,New South Wales,0.0469
18450,10805080000,11137,Cryon,1,New South Wales,563.7358
18451,11204572600,10710,Burren Junction,1,New South Wales,0.3579
18468,10804790000,12320,Lightning Ridge,1,New South Wales,665.6151
18519,10805800000,10969,Collarenebri,1,New South Wales,0.016
18532,10804840000,13431,Rowena,1,New South Wales,906.5245
18540,11205643300,10592,Broken Hill,1,New South Wales,0.0502
18856,11209632000,14274,White Cliffs,1,New South Wales,1.4524
18860,10203100000,12571,Menindee,1,New South Wales,0.3008
18874,10203340000,14290,Wilcannia,1,New South Wales,200.1702
18913,11204630400,13860,Tibooburra,1,New South Wales,6501.5807
18917,11205337400,12624,Milparinka,1,New South Wales,7601.4103
18935,10916750000,12869,Mutawintji,1,New South Wales,1.0181
