,MB_CODE_2016,SSC_CODE_2016,SSC_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
51022,10536970000,12906,Narrandera,1,New South Wales,0.032
51077,10536940000,11784,Grong Grong,1,New South Wales,89.8213
51088,10537980000,12265,Landervale,1,New South Wales,9.6638
51098,10537990000,10967,Colinroobie,1,New South Wales,227.5898
51099,10536910000,12695,Moombooldool,1,New South Wales,36.2785
51107,10536981000,10582,Brobenah,1,New South Wales,98.2427
51112,10990950000,11142,Cudgel,1,New South Wales,10.1289
51115,10461280000,11465,Euroley,1,New South Wales,100.1306
51136,10793330000,10512,Boree Creek,1,New South Wales,0.5296
51139,10793290000,12733,Morundah,1,New South Wales,111.2587
51186,10536930000,11581,Galore,1,New South Wales,21.1471
51187,10537860000,11079,Corobimilla,1,New South Wales,2.0351
51191,10536880000,13475,Sandigo,1,New South Wales,339.6131
51192,10537700000,11622,Gillenbah,1,New South Wales,15.4589
51206,10772030000,13961,Tumbarumba,1,New South Wales,0.1164
51241,10772460000,12111,Khancoban,1,New South Wales,0.1076
51251,10772730000,12479,Mannus,1,New South Wales,79.5235
51255,10772010000,12839,Munderoo,1,New South Wales,72.593
51257,10772340000,11679,Glenroy (Snowy Valleys - NSW),1,New South Wales,23.5685
51263,10772300000,13415,Rosewood (Snowy Valleys - NSW),1,New South Wales,39.0152
51277,10319280000,11952,Humula,1,New South Wales,6.0666
51286,10772322000,11090,Courabyra,1,New South Wales,16.3178
51287,10772620000,14258,Westdale (Snowy Valleys - NSW),1,New South Wales,27.5149
51288,10771650000,14300,Willigobung,1,New South Wales,3.1964
51290,10771670000,11751,Green Hills (Snowy Valleys - NSW),1,New South Wales,99.2855
51294,10772630000,13757,Taradale (NSW),1,New South Wales,66.2573
51295,10772610000,12282,Laurel Hill,1,New South Wales,2.6244
51298,10319341000,12033,Jingellic,1,New South Wales,48.8248
51301,10772670000,10698,Burra (Snowy Valleys - NSW),1,New South Wales,7.2877
51302,10772280000,13118,Paddys River (Snowy Valleys - NSW),1,New South Wales,46.4668
51303,10772420000,12483,Maragle,1,New South Wales,98.4224
51307,10771980000,13104,Ournie,1,New South Wales,52.4975
51308,10771950000,13906,Tooma,1,New South Wales,71.3661
51316,11209511000,14218,Welaregang,1,New South Wales,41.3881
51319,10771720000,10576,Bringenbrong,1,New South Wales,79.5834
51321,10771910000,11976,Indi,1,New South Wales,14.7716
51323,10771830000,11772,Greg Greg,1,New South Wales,77.5853
51333,11204746500,13046,Nurenmerenmong,1,New South Wales,97.5882
51334,10771770000,11997,Jagungal Wilderness,1,New South Wales,462.1452
51335,10771760000,11596,Geehi,1,New South Wales,365.7795
51336,10771740000,13206,Pilot Wilderness,1,New South Wales,186.1981
51342,11205335200,12198,Kosciuszko,1,New South Wales,128.2947
51343,11205335100,12853,Murray Gorge,1,New South Wales,88.7111
51344,10771840000,11996,Jagumba,1,New South Wales,0.9522
51348,10771780000,10742,Cabramurra,1,New South Wales,162.7783
51349,10773570000,13966,Tumut,1,New South Wales,0.0397
51470,10773670000,11626,Gilmore (NSW),1,New South Wales,10.1792
51472,11205722700,10232,Batlow,1,New South Wales,0.0774
51480,10774630000,13730,Talbingo,1,New South Wales,0.0364
51497,10774690000,12208,Kunama,1,New South Wales,4.1594
51503,11205665500,14323,Windowie,1,New South Wales,20.3658
51504,10773200000,11577,Gadara,1,New South Wales,27.6626
51511,10774950000,11698,Goobarragandra,1,New South Wales,49.0927
51512,10913611000,10573,Brindabella,1,New South Wales,26.8243
51514,11205268600,10359,Bimberi,1,New South Wales,213.2023
51517,10773640000,14231,Wermatong,1,New South Wales,26.7567
51519,11014430000,10077,Argalong,1,New South Wales,5.2632
51520,11205252000,14230,Wereboldera,1,New South Wales,31.9014
51522,11205092200,10443,Bogong Peaks Wilderness,1,New South Wales,169.0389
51523,10773820000,13209,Pinbeyan,1,New South Wales,169.9356
51525,10771640000,10640,Buddong,1,New South Wales,27.9184
51526,11205198100,10413,Blowering,1,New South Wales,47.4455
51532,11205694800,12380,Long Plain (Snowy Monaro Regional - NSW),1,New South Wales,64.0417
51539,10772960000,13967,Tumut Plains,1,New South Wales,9.1914
51540,10773310000,14479,Yarrangobilly,1,New South Wales,174.1663
51541,10772970000,12357,Little River (NSW),1,New South Wales,22.7206
51542,10773010000,12039,Jones Bridge,1,New South Wales,4.531000000000001
51548,10773160000,11029,Cooleman,1,New South Wales,65.8103
51558,10773520000,11216,Darlow,1,New South Wales,55.4212
51559,10773480000,14263,Westwood (NSW),1,New South Wales,23.1426
51560,11205251900,14498,Yaven Creek,1,New South Wales,135.4525
51561,10773171000,13530,Sharps Creek,1,New South Wales,25.8646
51562,10774740000,11030,Cooleys Creek,1,New South Wales,5.729
51563,10773270000,14372,Wondalga,1,New South Wales,18.873
51565,10773100000,10383,Black Creek (Snowy Valleys - NSW),1,New South Wales,10.98
51568,11204607300,11402,Ellerslie (Snowy Valleys - NSW),1,New South Wales,104.1228
51571,10773540000,12400,Lower Bago,1,New South Wales,11.7372
51574,10773180000,12637,Minjary,1,New South Wales,2.6515
51575,10775220000,11690,Gocup,1,New South Wales,3.9564
51581,11205267800,10459,Bombowlee,1,New South Wales,9.2247
51583,10772810000,12231,Lacmalac,1,New South Wales,6.7767
51585,10774480000,12840,Mundongo,1,New South Wales,5.7891
51587,11205094400,10618,Brungle,1,New South Wales,28.2867
51588,10773442000,12136,Killimicat,1,New South Wales,31.6104
51590,10774152000,14435,Wyangle,1,New South Wales,39.8108
51591,10775170000,10460,Bombowlee Creek,1,New South Wales,21.3675
51592,10772830000,13965,Tumorrama,1,New South Wales,195.1986
51593,10773300000,11092,Couragago,1,New South Wales,24.2552
51597,10773830000,13330,Red Hill (Snowy Valleys - NSW),1,New South Wales,4.2031
51603,11205688200,10619,Brungle Creek,1,New South Wales,59.9731
51604,11205270400,10018,Adelong,1,New South Wales,0.214
51612,11205252600,12744,Mount Adrah,1,New South Wales,1.4067
51613,10773060000,11735,Grahamstown,1,New South Wales,0.779
51617,10773080000,13484,Sandy Gully (NSW),1,New South Wales,4.9074
51618,10773401000,12764,Mount Horeb,1,New South Wales,13.7275
51623,10774110000,10172,Bangadang,1,New South Wales,17.9611
51626,10772840000,10753,Califat,1,New South Wales,3.928
51653,10235631000,11053,Cootamundra,1,New South Wales,0.3413
51693,10235280000,13660,Stockinbingal,1,New South Wales,0.2712
51699,10235490000,14113,Wallendbeen,1,New South Wales,0.1144
51733,10236360000,12870,Muttama,1,New South Wales,14.994000000000002
51800,11204994200,11803,Gundagai,1,New South Wales,0.0505
51830,11204749200,13584,South Gundagai,1,New South Wales,0.0233
51841,10333920000,13963,Tumblong,1,New South Wales,27.7431
51842,10333440000,12838,Mundarlo,1,New South Wales,75.6986
51852,10333700000,12890,Nangus,1,New South Wales,42.8019
51854,10333570000,12040,Jones Creek,1,New South Wales,22.5197
51864,10236380000,11022,Coolac,1,New South Wales,8.1523
51869,10333100000,10699,Burra Creek,1,New South Wales,265.151
51883,10333650000,10019,Adjungbilly,1,New South Wales,144.3013
51884,10333410000,11204,Darbalara,1,New South Wales,89.3341
51887,11204515000,11688,Gobarralong,1,New South Wales,208.6647
51891,10400370000,12046,Junee,1,New South Wales,0.0478
51955,10400472000,11853,Harefield,1,New South Wales,75.7568
51957,10400530000,14495,Yathella,1,New South Wales,18.1436
51958,10400450000,12047,Junee Reefs,1,New South Wales,78.116
51959,11205646600,13078,Old Junee,1,New South Wales,0.5788
51963,10400400000,11432,Erin Vale,1,New South Wales,40.6494
51965,10401120000,12491,Marinna,1,New South Wales,76.0426
51970,10400290000,11972,Illabo,1,New South Wales,0.2869
51971,10400270000,11260,Dirnaseer,1,New South Wales,0.5107
51972,10400280000,10328,Bethungra,1,New South Wales,34.3094
51981,10400570000,14136,Wantabadgery,1,New South Wales,93.5908
51982,10401110000,14138,Wantiool,1,New South Wales,76.1743
51983,10400590000,11466,Eurongilly,1,New South Wales,72.5988
51989,10769932000,13784,Temora,1,New South Wales,1.4086
52107,10768390000,13267,Pucawan,1,New South Wales,0.8283
52110,10769750000,12904,Narraburra,1,New South Wales,24.6256
52115,10769780000,13941,Trungley Hall,1,New South Wales,48.4266
52119,10769820000,11615,Gidginbung,1,New South Wales,48.4876
52120,10768400000,13344,Reefton (NSW),1,New South Wales,3.1637
52128,10769550000,10989,Combaning,1,New South Wales,26.2375
52129,10769670000,11783,Grogan,1,New South Wales,24.7301
52141,10769590000,13621,Springdale (NSW),1,New South Wales,58.5505
52154,10769480000,13513,Sebastopol (NSW),1,New South Wales,28.6151
52158,11001940000,12632,Mimosa (NSW),1,New South Wales,3.6992
52166,10769350000,13289,Quandary,1,New South Wales,62.5001
52170,11208120000,10246,Bectric,1,New South Wales,145.6835
52175,10768300000,13756,Tara (NSW),1,New South Wales,89.3418
52196,10231610000,14115,Walleroobie,1,New South Wales,18.952
52207,10797510000,12238,Lake Albert (NSW),1,New South Wales,0.0301
52229,11205676800,11364,East Wagga Wagga,1,New South Wales,0.2107
52251,10797420000,12193,Kooringal (NSW),1,New South Wales,0.685
52295,10796610000,11800,Gumly Gumly,1,New South Wales,2.7313
52338,11205855400,13775,Tatton,1,New South Wales,0.1371
52476,10797675000,11444,Estella,1,New South Wales,0.0306
52501,11204514800,10501,Boorooma,1,New South Wales,0.0327
52509,10797676000,10884,Charles Sturt University,1,New South Wales,0.9358
52512,11002140000,13014,North Wagga Wagga,1,New South Wales,0.1066
52526,10800920000,10461,Bomen,1,New South Wales,6.1374
52529,10799510000,10839,Cartwrights Hill,1,New South Wales,1.9709
52532,10801002000,13628,Springvale (Wagga Wagga - NSW),1,New South Wales,1.254
52533,11205859700,12365,Lloyd,1,New South Wales,1.0031
52545,10794030000,10523,Bourkelands,1,New South Wales,0.0496
52560,10797780000,11665,Glenfield Park,1,New South Wales,0.0515
52583,10800220000,13887,Tolland,1,New South Wales,0.0421
52616,11205664000,12748,Mount Austin,1,New South Wales,0.0351
52621,10797351000,13983,Turvey Park,1,New South Wales,0.0192
52832,10800960000,13469,San Isidore,1,New South Wales,0.6589
52836,10793870000,10101,Ashmont,1,New South Wales,0.0608
52889,10794060000,14083,Wagga Wagga,1,New South Wales,0.0463
52957,10796061000,12068,Kapooka,1,New South Wales,14.7623
53073,10795480000,12715,Moorong,1,New South Wales,1.4962
53081,10802060000,12233,Ladysmith,1,New South Wales,0.1317
53085,10494663000,13838,The Rock,1,New South Wales,0.5571
53090,11204731000,11544,Forest Hill (NSW),1,New South Wales,0.0305
53097,10801980000,10976,Collingullie,1,New South Wales,0.1192
53100,10494390000,12369,Lockhart,1,New South Wales,0.0614
53118,10495000000,10339,Bidgeemia,1,New South Wales,232.0383
53119,10494950000,11489,Fargunyah,1,New South Wales,72.4958
53121,10494990000,14053,Urangeline,1,New South Wales,152.0082
53123,11204696900,10600,Brookong,1,New South Wales,181.875
53124,10494960000,11152,Cullivel,1,New South Wales,93.4083
53130,10495030000,13228,Pleasant Hills,1,New South Wales,200.1279
53132,10495020000,14054,Urangeline East,1,New South Wales,97.4971
53133,10494940000,13098,Osborne (NSW),1,New South Wales,177.0434
53134,10495050000,13451,Ryan (NSW),1,New South Wales,63.5281
53135,10495070000,14427,Wrathall,1,New South Wales,96.5506
53136,10495060000,12847,Munyabla,1,New South Wales,130.2765
53137,10231880000,11585,Ganmain,1,New South Wales,1.0747
53138,10231510000,11096,Cowabbie,1,New South Wales,125.7814
53139,10231810000,12523,Matong,1,New South Wales,0.0288
53169,10494510000,14508,Yerong Creek,1,New South Wales,0.1035
53171,10494540000,12613,Milbrulong,1,New South Wales,3.6453
53180,11205709500,13915,Tootool,1,New South Wales,44.4162
53182,10495100000,11567,French Park,1,New South Wales,21.2832
53185,10795120000,14055,Uranquinty,1,New South Wales,0.03
53196,11208050000,14473,Yarragundry,1,New South Wales,38.7081
53198,10802210000,10595,Brookdale (NSW),1,New South Wales,95.445
53205,10801170000,10259,Belfrayden,1,New South Wales,4.046
53210,10801410000,10653,Bulgary,1,New South Wales,75.5742
53212,10802020000,11178,Currawarna,1,New South Wales,0.1298
53225,10802110000,13102,Oura,1,New South Wales,0.9532
53226,10802230000,11457,Eunanoreenya,1,New South Wales,16.8777
53232,11204513500,11689,Gobbagombalin,1,New South Wales,0.0358
53234,10801540000,10613,Brucedale,1,New South Wales,26.326
53237,10802270000,11285,Downside,1,New South Wales,22.9025
53240,10802391000,11908,Hillgrove (Wagga Wagga - NSW),1,New South Wales,5.4403
53241,10801320000,14100,Wallacetown,1,New South Wales,8.6571
53242,10801770000,11249,Dhulura,1,New South Wales,39.2913
53245,10802160000,11451,Euberta,1,New South Wales,70.6618
53246,10801490000,13822,The Gap (Wagga Wagga - NSW),1,New South Wales,73.6223
53247,10802480000,12503,Marrar,1,New South Wales,16.2149
53250,10232110000,11025,Coolamon,1,New South Wales,0.0918
53286,11208010000,13763,Tarcutta,1,New South Wales,97.0315
53298,11207990000,13067,Oberne Creek,1,New South Wales,191.1757
53311,10801310000,10032,Alfredtown,1,New South Wales,75.0792
53312,10801600000,10509,Borambola,1,New South Wales,57.1522
53318,10802340000,13271,Pulletop,1,New South Wales,6.6436
53319,11208040000,10476,Book Book,1,New South Wales,158.8203
53320,10801820000,12225,Kyeamba,1,New South Wales,102.8622
53321,10802460000,10704,Burrandana,1,New South Wales,9.2299
53323,10795090000,11773,Gregadoo,1,New South Wales,2.636
53327,10801280000,10345,Big Springs,1,New South Wales,12.5342
53334,10801270000,12527,Maxwell,1,New South Wales,70.07600000000001
53335,11208020000,12470,Mangoplah,1,New South Wales,219.7506
53337,10801400000,13430,Rowan,1,New South Wales,24.8341
53338,10801190000,11597,Gelston Park,1,New South Wales,30.053
53362,10232340000,10323,Berry Jerry,1,New South Wales,92.9296
53363,10232350000,12859,Murrulebale,1,New South Wales,95.4359
53364,10231480000,13317,Rannock,1,New South Wales,2.3628
53368,10232310000,12593,Methul,1,New South Wales,107.3765
53387,10701680000,10322,Berry,1,New South Wales,0.285
53415,10707020000,12061,Kangaroo Valley,1,New South Wales,0.0092
53421,10706240000,10213,Barrengarry,1,New South Wales,10.6278
53427,10706190000,14030,Upper Kangaroo River,1,New South Wales,10.3646
53429,10406150000,14031,Upper Kangaroo Valley,1,New South Wales,2.6941
53441,11205701300,14385,Woodhill (NSW),1,New South Wales,9.9251
53442,10706840000,10605,Broughton (NSW),1,New South Wales,6.9772
53443,10706260000,10606,Broughton Vale,1,New South Wales,5.5760000000000005
53445,10708590000,10588,Brogers Creek,1,New South Wales,10.7016
53447,10708670000,14189,Wattamolla,1,New South Wales,16.2371
53448,10702440000,10267,Bellawongarah,1,New South Wales,10.3821
53449,10696142000,10242,Beaumont (NSW),1,New South Wales,2.313
53452,10708680000,10324,Berry Mountain,1,New South Wales,6.5589
53453,10708560000,10675,Bundewallah,1,New South Wales,5.9267
53462,10706290000,11488,Far Meadow,1,New South Wales,4.8566
53464,10708570000,10129,Back Forest,1,New South Wales,5.979
53466,10706311000,11026,Coolangatta (NSW),1,New South Wales,2.6215
53469,10706220000,12002,Jaspers Brush,1,New South Wales,7.4182
53490,10932670000,10644,Budgong,1,New South Wales,3.6078
53495,10707850000,13335,Red Rocks,1,New South Wales,9.1916
53498,11204656700,11973,Illaroo,1,New South Wales,32.8977
53499,10708690000,10611,Browns Mountain,1,New South Wales,12.5549
53500,10917357000,13540,Shoalhaven Heads,1,New South Wales,0.0219
53556,10704160000,10757,Callala Bay,1,New South Wales,4.921
53557,10702290000,14360,Wollumboola,1,New South Wales,1.1623
53559,10696481000,10758,Callala Beach,1,New South Wales,2.0994
53560,10705980000,12147,Kinghorne,1,New South Wales,9.5541
53563,10694200000,10991,Comberton,1,New South Wales,5.6305
53640,10932320000,11176,Currarong,1,New South Wales,0.0285
53666,10696370000,10250,Beecroft Peninsula,1,New South Wales,46.577
53667,11204562600,12878,Myola (NSW),1,New South Wales,0.0481
53670,10696400000,13096,Orient Point,1,New South Wales,0.8288
53676,10697700000,11146,Culburra Beach,1,New South Wales,0.0348
53754,10934650000,11769,Greenwell Point,1,New South Wales,0.0784
53786,10691450000,12533,Mayfield (Shoalhaven - NSW),1,New South Wales,2.2316
53787,10696130000,13283,Pyree,1,New South Wales,21.9254
53788,10691390000,13035,Numbaa,1,New South Wales,6.2716
53790,10707370000,10994,Comerong Island,1,New South Wales,14.0287
53808,10934400000,14451,Yadboro,1,New South Wales,8.7798
53809,10696280000,13734,Tallowal,1,New South Wales,91.9993
53810,10706420000,12019,Jerrawangala,1,New South Wales,81.7899
53811,10706560000,13924,Touga,1,New South Wales,74.6455
53813,10706770000,13493,Sassafras (NSW),1,New South Wales,19.1985
53814,10933400000,13235,Pointer Mountain,1,New South Wales,4.1359
53815,10706850000,13635,St George (NSW),1,New South Wales,48.5226
53822,10707870000,11420,Endrick,1,New South Wales,162.3549
53824,10708330000,13888,Tolwong,1,New South Wales,106.4629
53825,10708350000,11035,Coolumburra,1,New South Wales,17.2763
53826,10708360000,10650,Bulee,1,New South Wales,56.02
53830,10708660000,13299,Quiera,1,New South Wales,76.2166
53831,10708710000,14457,Yalwal,1,New South Wales,125.8316
53832,10708720000,13248,Porters Creek,1,New South Wales,28.5446
53833,10932690000,12693,Moollattoo,1,New South Wales,78.1901
53836,10708740000,10485,Boolijah,1,New South Wales,109.7122
53837,10708760000,13989,Twelve Mile Peg,1,New South Wales,78.2361
53838,10708770000,13858,Tianjara,1,New South Wales,81.1625
53839,10708780000,10624,Buangla,1,New South Wales,34.6645
53842,10696270000,11447,Ettrema,1,New South Wales,178.6746
53844,11205490700,11966,Huskisson,1,New South Wales,0.0564
53870,10700430000,14075,Vincentia,1,New South Wales,0.0367
53943,10702330000,11967,Hyams Beach,1,New South Wales,0.0227
53971,10693460000,10453,Bomaderry,1,New South Wales,0.0309
53999,10693590000,10763,Cambewarra,1,New South Wales,5.7921
54005,11205639700,13000,North Nowra,1,New South Wales,3.1582
54006,10694300000,10173,Bangalee (NSW),1,New South Wales,0.5467
54007,10691440000,14184,Watersleigh,1,New South Wales,2.7230000000000003
54010,10691481000,10448,Bolong,1,New South Wales,10.4426
54012,11205009400,12579,Meroo Meadow,1,New South Wales,5.5512
54101,10694070000,10764,Cambewarra Village,1,New South Wales,0.0979
54172,10694020000,13755,Tapitallee,1,New South Wales,0.2832
54233,10694580000,14423,Worrigee,1,New South Wales,0.0503
54239,10692013000,13028,Nowra,1,New South Wales,0.0275
54250,10935570000,14511,Yerriyong,1,New South Wales,0.0742
54252,10694361000,13029,Nowra Hill,1,New South Wales,5.0587
54253,10935220000,14248,West Nowra,1,New South Wales,0.7378
54254,10935540000,12837,Mundamia,1,New South Wales,1.6137
54312,10695290000,13795,Terara,1,New South Wales,0.0551
54378,10696110000,10617,Brundee,1,New South Wales,4.1813
54381,10691402000,13594,South Nowra,1,New South Wales,0.5452
54550,10699200000,13636,St Georges Basin,1,New South Wales,36.5464
54551,10704882000,14424,Worrowing Heights,1,New South Wales,6.0588
54552,10701581000,10223,Basin View,1,New South Wales,3.1628
54588,10704050000,13472,Sanctuary Point,1,New South Wales,0.0443
54670,10705380000,11436,Erowal Bay,1,New South Wales,0.0634
54682,10933000000,10558,Bream Beach,1,New South Wales,0.1677
54683,10933010000,14428,Wrights Beach,1,New South Wales,0.012
54772,10696200000,13075,Old Erowal Bay,1,New South Wales,0.0633
54810,10704210000,13700,Sussex Inlet,1,New South Wales,0.0342
54851,10708120000,13709,Swanhaven,1,New South Wales,0.1516
54914,10933150000,10313,Berrara,1,New South Wales,0.0322
54930,10933200000,11145,Cudmirrah,1,New South Wales,0.0087
54943,10705920000,11487,Falls Creek (NSW),1,New South Wales,0.5491
54947,10704231000,13894,Tomerong,1,New South Wales,0.1493
54951,10706410000,14127,Wandandian,1,New South Wales,3.8451
54953,10708650000,10332,Bewong,1,New South Wales,4.18
54954,10701570000,13955,Tullarwalla,1,New South Wales,20.6362
54957,10705700000,14405,Woollamia,1,New South Wales,0.0696
54964,10935590000,10169,Bamarang,1,New South Wales,0.19899999999999998
54965,10699640000,13155,Parma,1,New South Wales,6.5575
54967,10691500000,12384,Longreach (NSW),1,New South Wales,1.1215
54977,10708790000,10215,Barringella,1,New South Wales,39.4049
54978,10708800000,10711,Burrier,1,New South Wales,12.1471
55006,10696445000,14003,Ulladulla,1,New South Wales,2.488
55028,10701340000,12153,Kings Point,1,New South Wales,0.0442
55038,10699630000,10712,Burrill Lake,1,New South Wales,0.0933
55104,10708090000,11269,Dolphin Point,1,New South Wales,0.0357
55140,10705511000,12630,Milton (NSW),1,New South Wales,1.2419
55192,10696510000,12670,Mollymook Beach,1,New South Wales,0.0502
55224,10933530000,12909,Narrawallee,1,New South Wales,0.0102
55281,10707270000,12669,Mollymook,1,New South Wales,0.0382
55367,10933370000,11163,Cunjurong Point,1,New South Wales,0.1415
55370,10703700000,12482,Manyana,1,New South Wales,0.0345
55397,10707640000,11011,Conjola,1,New South Wales,0.9936
55399,10696611000,10288,Bendalong,1,New South Wales,13.5562
55405,10708700000,10321,Berringer Lake,1,New South Wales,0.9344
55412,10706700000,11523,Fishermans Paradise,1,New South Wales,0.0179
55426,10701180000,12254,Lake Tabourie,1,New South Wales,0.0886
55442,10706640000,11012,Conjola Park,1,New South Wales,0.2245
55448,10699080000,12244,Lake Conjola,1,New South Wales,0.0468
55461,10707510000,14497,Yatte Yattah,1,New South Wales,11.915
55468,10934430000,12770,Mount Kingiman,1,New South Wales,11.7818
55469,10933420000,12351,Little Forest,1,New South Wales,2.5345
55470,10707680000,11121,Croobyar,1,New South Wales,7.896
55476,10707800000,12730,Morton,1,New South Wales,11.8416
55478,10707330000,10602,Brooman,1,New South Wales,87.8919
55480,10933330000,12675,Mondayong,1,New South Wales,16.4997
55482,10934420000,12663,Mogood,1,New South Wales,8.4617
55487,10707690000,14396,Woodstock (Shoalhaven - NSW),1,New South Wales,2.9293
55488,10707280000,14380,Woodburn (Shoalhaven - NSW),1,New South Wales,15.5008
55508,10707120000,10235,Bawley Point,1,New South Wales,0.0385
55538,10706881000,12165,Kioloa,1,New South Wales,3.6847
55560,10707820000,13797,Termeil,1,New South Wales,5.2246
55563,10852090000,10536,Bowral,1,New South Wales,0.0236
55665,10850290000,10701,Burradoo,1,New South Wales,0.1746
55786,10850181000,14388,Woodlands (Wingecarribee - NSW),1,New South Wales,6.1494
55788,10849650000,10167,Balmoral (Wingecarribee - NSW),1,New South Wales,0.0238
55795,10846990000,11905,Hill Top (Wingecarribee - NSW),1,New South Wales,0.1156
55841,10849180000,10985,Colo Vale,1,New South Wales,0.0635
55874,11205309400,10044,Alpine,1,New South Wales,8.0245
55876,11205309500,10119,Aylmerton,1,New South Wales,0.3112
55884,11204814400,12653,Mittagong,1,New South Wales,0.5685
55889,11205291100,14307,Willow Vale (Wingecarribee - NSW),1,New South Wales,0.1376
55904,11205308700,13350,Renwick,1,New South Wales,0.1861
55909,11204717100,10143,Balaclava (NSW),1,New South Wales,0.0238
55959,10853680000,14219,Welby,1,New South Wales,1.1368
55976,11205308600,11674,Glenquarry,1,New South Wales,2.7801
55980,11205597300,10545,Braemar,1,New South Wales,0.6506
56041,10850490000,12739,Moss Vale,1,New South Wales,0.0166
56147,11204772400,13703,Sutton Forest,1,New South Wales,17.1151
56170,10853210000,10320,Berrima,1,New South Wales,0.1779
56182,10852602000,12938,New Berrima,1,New South Wales,0.0234
56209,10852210000,13374,Robertson (NSW),1,New South Wales,0.1509
56235,10406160000,10831,Carrington Falls,1,New South Wales,5.5715
56239,10846750000,11353,East Kangaloon,1,New South Wales,24.4635
56240,10848090000,12058,Kangaloon,1,New South Wales,0.0091
56244,10846490000,12779,Mount Murray,1,New South Wales,5.3105
56253,10846710000,14292,Wildes Meadow,1,New South Wales,1.557
56255,10846622000,10708,Burrawang,1,New South Wales,2.8069
56259,10848080000,10113,Avoca (NSW),1,New South Wales,0.0095
56260,10853640000,11529,Fitzroy Falls,1,New South Wales,0.0179
56283,10846580000,12591,Meryla,1,New South Wales,1.124
56300,11205098200,10670,Bundanoon (NSW),1,New South Wales,0.0485
56311,10851060000,14330,Wingello,1,New South Wales,1.0922
56318,10847360000,11475,Exeter (NSW),1,New South Wales,0.3396
56326,10852921000,11900,High Range,1,New South Wales,38.5754
56327,11205464700,10664,Bullio,1,New South Wales,58.2292
56329,10846610000,14194,Wattle Ridge (NSW),1,New South Wales,111.7101
56346,10847580000,12555,Medway,1,New South Wales,0.1294
56349,10847070000,12035,Joadja,1,New South Wales,19.8654
56350,10852740000,12466,Mandemar,1,New South Wales,15.7376
56356,10848870000,10255,Belanglo,1,New South Wales,49.7811
56357,10853090000,10799,Canyonleigh,1,New South Wales,23.1556
56377,10853730000,12463,Manchester Square,1,New South Wales,8.4572
56379,10846460000,14229,Werai,1,New South Wales,0.6697
56425,10852832000,13185,Penrose,1,New South Wales,6.2428
56433,11208080000,13119,Paddys River (Wingecarribee - NSW),1,New South Wales,25.3134
56439,10926210000,10233,Baulkham Hills,1,New South Wales,0.0354
56683,10060680000,10263,Bella Vista,1,New South Wales,0.0187
56881,10065140000,11667,Glenhaven,1,New South Wales,0.0673
56892,10370810000,10847,Castle Hill (NSW),1,New South Wales,0.1175
56957,10069860000,14249,West Pennant Hills,1,New South Wales,0.0681
57207,10371422000,10898,Cherrybrook,1,New South Wales,0.0089
57685,11205270300,12088,Kellyville,1,New South Wales,0.0084
57910,10064210000,12100,Kenthurst,1,New South Wales,0.7068
57916,10063410000,11673,Glenorie,1,New South Wales,1.651
57926,10376260000,12500,Maroota,1,New South Wales,8.7218
57928,10376280000,10794,Canoelands,1,New South Wales,7.3867
57930,10920610000,11542,Forest Glen (NSW),1,New South Wales,1.5866
57936,11204879100,10859,Cattai,1,New South Wales,4.5595
57941,10063330000,13592,South Maroota,1,New South Wales,4.6399
57957,10064510000,11328,Dural (Hornsby - NSW),1,New South Wales,0.0199
57991,10063290000,13459,Sackville North,1,New South Wales,7.0987
58006,10063250000,12412,Lower Portland,1,New South Wales,4.9656
58014,11205077600,12294,Leets Vale,1,New South Wales,6.1226
58029,10371540000,12603,Middle Dural,1,New South Wales,0.0365
58116,10063790000,10062,Annangrove,1,New South Wales,1.1440000000000001
58147,10376791000,11582,Galston,1,New South Wales,0.8411
58154,10376520000,10072,Arcadia (NSW),1,New South Wales,0.6094
58183,10377052000,10309,Berowra Creek,1,New South Wales,0.1602
58184,10376301000,12281,Laughtondale,1,New South Wales,4.2027
58185,10376581000,11513,Fiddletown,1,New South Wales,27.4661
58187,10920970000,13552,Singletons Mill,1,New South Wales,1.0326
58206,10376462000,10311,Berowra Waters,1,New South Wales,0.1961
58207,10376450000,10319,Berrilee,1,New South Wales,5.9477
58232,10355470000,10358,Bilpin,1,New South Wales,3.4439
58238,10127620000,12795,Mount Tomah,1,New South Wales,3.8528
58240,10122400000,12804,Mount Wilson,1,New South Wales,0.4513
58244,10350600000,10300,Berambing,1,New South Wales,2.9698
58245,10119100000,12767,Mount Irvine,1,New South Wales,9.3616
58251,10350990000,12561,Mellong,1,New South Wales,279.1356
58252,10354630000,14368,Womerah,1,New South Wales,128.0637
58253,10357200000,14208,Webbs Creek,1,New South Wales,1.6738
58254,10356050000,10984,Colo Heights,1,New South Wales,0.3854
58276,10350940000,12408,Lower Macdonald,1,New South Wales,0.1815
58282,10356780000,11156,Cumberland Reach,1,New South Wales,0.0548
58284,10352800000,10874,Central Colo,1,New South Wales,5.6971
58286,10350560000,12806,Mountain Lagoon,1,New South Wales,4.5764
58287,10353700000,14017,Upper Colo,1,New South Wales,12.8345
58288,10357660000,10983,Colo (Hawkesbury - NSW),1,New South Wales,6.9034
58292,10351920000,14269,Wheeny Creek,1,New South Wales,8.8515
